EntryDate;ExitDate;RecordEndDateTime;RecordStartDateTime;OrganizationId;OrganizationPersonRoleId;PersonId;RoleId
2024-03-04T00:00:00-03:00;;;;100;9991602;25412556;6
2024-03-04T00:00:00-03:00;;;;100;9991603;25522203;6
2024-03-04T00:00:00-03:00;;;;100;9991604;25449730;6
2024-03-04T00:00:00-03:00;;;;100;9991605;25396380;6
2024-03-04T00:00:00-03:00;;;;100;9991606;25496134;6
2024-03-04T00:00:00-03:00;;;;100;9991607;25552131;6
2024-03-04T00:00:00-03:00;;;;100;9991608;25670386;6
2024-03-04T00:00:00-03:00;;;;100;9991609;25508819;6
2024-03-04T00:00:00-03:00;;;;100;9991610;25355314;6
2024-03-04T00:00:00-03:00;;;;100;9991611;25418387;6
2024-03-04T00:00:00-03:00;;;;100;9991612;25661088;6
2024-03-04T00:00:00-03:00;;;;100;9991613;25661111;6
2024-03-04T00:00:00-03:00;;;;100;9991615;25654639;6
2024-03-04T00:00:00-03:00;;;;100;9991616;25418009;6
2024-03-04T00:00:00-03:00;;;;100;9991617;25536791;6
2024-03-04T00:00:00-03:00;;;;100;9991618;25392479;6
2024-03-04T00:00:00-03:00;;;;100;9991619;25659970;6
2024-03-04T00:00:00-03:00;;;;100;9991620;25369135;6
2024-03-04T00:00:00-03:00;;;;100;9991621;25547970;6
2024-03-04T00:00:00-03:00;;;;100;9991622;25699988;6
2024-03-04T00:00:00-03:00;;;;100;9991623;25494397;6
2024-03-04T00:00:00-03:00;;;;100;9991624;25544105;6
2024-03-04T00:00:00-03:00;;;;100;9991625;25225832;6
2024-03-04T00:00:00-03:00;;;;100;9991626;24961448;6
2024-03-04T00:00:00-03:00;;;;100;9991627;24994569;6
2024-03-04T00:00:00-03:00;;;;100;9991628;25177603;6
2024-03-04T00:00:00-03:00;;;;100;9991629;25125294;6
2024-03-04T00:00:00-03:00;;;;100;9991630;25132743;6
2024-03-04T00:00:00-03:00;;;;100;9991631;25131743;6
2024-03-04T00:00:00-03:00;;;;100;9991632;25187671;6
2024-03-04T00:00:00-03:00;;;;100;9991633;25018557;6
2024-03-04T00:00:00-03:00;;;;100;9991635;24965992;6
2024-03-04T00:00:00-03:00;;;;100;9991636;25247553;6
2024-03-04T00:00:00-03:00;;;;100;9991637;25194079;6
2024-03-04T00:00:00-03:00;;;;100;9991638;25067157;6
2024-03-04T00:00:00-03:00;;;;100;9991639;24967529;6
2024-03-04T00:00:00-03:00;;;;100;9991640;25186346;6
2024-03-04T00:00:00-03:00;;;;100;9991641;25299305;6
2024-03-04T00:00:00-03:00;;;;100;9991642;25278944;6
2024-03-04T00:00:00-03:00;;;;100;9991643;25218050;6
2024-03-04T00:00:00-03:00;;;;100;9991644;25280301;6
2024-03-04T00:00:00-03:00;;;;100;9991645;25053765;6
2024-03-04T00:00:00-03:00;;;;100;9991646;25087438;6
2024-03-04T00:00:00-03:00;;;;100;9991647;25271175;6
2024-03-04T00:00:00-03:00;;;;100;9991648;25294931;6
2024-03-04T00:00:00-03:00;;;;100;9991649;25081543;6
2024-03-04T00:00:00-03:00;;;;100;9991650;24905207;6
2024-03-04T00:00:00-03:00;;;;100;9991651;24751901;6
2024-03-04T00:00:00-03:00;;;;100;9991652;24670937;6
2024-03-04T00:00:00-03:00;;;;100;9991653;24919999;6
2024-03-04T00:00:00-03:00;;;;100;9991655;24883162;6
2024-03-04T00:00:00-03:00;;;;100;9991656;24809745;6
2024-03-04T00:00:00-03:00;;;;100;9991657;24849056;6
2024-03-04T00:00:00-03:00;;;;100;9991659;24916831;6
2024-03-04T00:00:00-03:00;;;;100;9991660;24942172;6
2024-03-04T00:00:00-03:00;;;;100;9991661;24665156;6
2024-03-04T00:00:00-03:00;;;;100;9991662;24596928;6
2024-03-04T00:00:00-03:00;;;;100;9991663;24592627;6
2024-03-04T00:00:00-03:00;;;;100;9991664;24767599;6
2024-03-04T00:00:00-03:00;;;;100;9991665;24687534;6
2024-03-04T00:00:00-03:00;;;;100;9991666;24825420;6
2024-03-04T00:00:00-03:00;;;;100;9991667;24771038;6
2024-03-04T00:00:00-03:00;;;;100;9991668;24721966;6
2024-03-04T00:00:00-03:00;;;;100;9991669;24865695;6
2024-03-04T00:00:00-03:00;;;;100;9991670;24930288;6
2024-03-04T00:00:00-03:00;;;;100;9991671;24592760;6
2024-03-04T00:00:00-03:00;;;;100;9991672;24670026;6
2024-03-04T00:00:00-03:00;;;;100;9991673;24582628;6
2024-03-04T00:00:00-03:00;;;;100;9991675;24924680;6
2024-03-04T00:00:00-03:00;;;;100;9991676;24671049;6
2024-03-04T00:00:00-03:00;;;;100;9991677;24559178;6
2024-03-04T00:00:00-03:00;;;;100;9991678;24437673;6
2024-03-04T00:00:00-03:00;;;;100;9991679;24419842;6
2024-03-04T00:00:00-03:00;;;;100;9991681;24347788;6
2024-03-04T00:00:00-03:00;;;;100;9991682;24363307;6
2024-03-04T00:00:00-03:00;2024-06-06T00:00:00-03:00;;;100;9991683;24508745;6
2024-03-04T00:00:00-03:00;;;;100;9991684;24322464;6
2024-03-04T00:00:00-03:00;;;;100;9991685;24550474;6
2024-03-04T00:00:00-03:00;;;;100;9991686;24433075;6
2024-03-04T00:00:00-03:00;;;;100;9991687;24455434;6
2024-03-04T00:00:00-03:00;;;;100;9991688;24307963;6
2024-03-04T00:00:00-03:00;;;;100;9991689;24383936;6
2024-03-04T00:00:00-03:00;;;;100;9991690;24489005;6
2024-03-04T00:00:00-03:00;;;;100;9991691;24292011;6
2024-03-04T00:00:00-03:00;;;;100;9991692;24531057;6
2024-03-04T00:00:00-03:00;;;;100;9991693;24272096;6
2024-03-04T00:00:00-03:00;;;;100;9991694;24548899;6
2024-03-04T00:00:00-03:00;;;;100;9991695;24220372;6
2024-03-04T00:00:00-03:00;2024-05-09T00:00:00-03:00;;;100;9991696;24330355;6
2024-03-04T00:00:00-03:00;;;;100;9991697;24414214;6
2024-03-04T00:00:00-03:00;;;;100;9991699;24383580;6
2024-03-04T00:00:00-03:00;;;;100;9991700;24573498;6
2024-03-04T00:00:00-03:00;;;;100;9991701;24573605;6
2024-03-04T00:00:00-03:00;;;;100;9991702;24447044;6
2024-03-04T00:00:00-03:00;;;;100;9991703;24447007;6
2024-03-04T00:00:00-03:00;;;;100;9991704;24242782;6
2024-03-04T00:00:00-03:00;;;;100;9991705;24222609;6
2024-03-04T00:00:00-03:00;2024-03-26T00:00:00-03:00;;;100;9991706;24336591;6
